Ref,Val,Package,PosX,PosY,Rot,Side
"G1","Unified-Daughterboard-Logo","Unified-Daughterboard-Logo.pretty",-75.002500,-66.509000,180.000000,bottom
"G2","Unified-Daughterboard-Name","Unified-Daughterboard-Name.pretty",-75.002500,-58.620000,180.000000,bottom
